,user_name,screen_name,user_location,user_description,user_verified,date,text,hashtags,source
970,Nicholas Cobb,Ncobb1981,,,False,2022-07-11 21:12:44+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
971,Blockhead,BlockheadNYC,NYC,"An article once called me a social media savant but don't get your hopes up. 
MANAGEMENT
management@blockheadnyc.com
BOOKING - NORTH AMERICA
agents@etp.agency",True,2022-07-11 21:12:44+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
972,Chris,CblwmeS1970,,,False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
973,Border Town Devils,BorderTWNDevils,Tucson Arizona,Border Town Devils Twitter Band Account - Punk Rock and Roll,False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
974,Room 1408,mp4995491,Galts Gulch,,False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
975,zozocarri,zozocarri,,"Born in the USA, Proud of the USA, Proud Texan, Little Right of Center and Like It That Way. 🇺🇸",False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
976,d 2%,Douggybk,Multiple plains Of Reality,,False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
977,HL 🇺🇸☮️,hlujan469,,"“Real change, enduring change happens one step at a time.” RBG. oh and I cuss.... a lot 😬",False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
978,🇺🇸59 Caddy Daddy🇺🇸,OldScholCool,"Dont Blink, USA ","Guitars, Cadillacs, and Hillbilly Music.. keeps me hanging on!",False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
979,LaCostaa.eth,La_Costaaa,"Miami, FL @ the bodega ",• Web3 • NFT Collector • HIGHLY FAVORED🙏🏼🍄 +1,False,2022-07-11 21:12:43+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
980,Dlondo,FreedomCobra83,TexAss,"Wrestling is the ultimate sport, drinking beer a close second.",False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
981,Salty,Salty22393321,,,False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
982,Dr. Ultra Maga,Derek37068913,"Missouri, USA","father, husband, conservative, #MAGA #TRUMPWON2020",False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
983,Sacred Sun of Rus/ Священне Сонце Русі,ukrainesvit,,The darkest places in hell are reserved for those who maintain their neutrality in times of moral crisis-D.Alighieri,False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,['EMP'],Twitter for iPad
984,nacho bitch 🍓,blondreah22_,RNO,here for the laughs/sneakers 👟,False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
985,Uber Ultra Maga Debbie,dadavis65,"Harrison ,Ohio","Mother of 2, grandmother of 5. Born a smartass.",False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
986,Tim Bonfield,TimBonfield,Cincinnati OH,"A dad, a writer at Cincinnati Children's, a citizen living the dream. Opinions expressed here do not claim to reflect my employer's views. #VaccinesWork",False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
987,Spectrum News 1 CNY/S.Tier,SPECNews1CNY,"CNY, Northern NY, S. Tier","Spectrum News 1 offers the best 24-hour local news, politics, and weather coverage for Central New York and the Southern Tier. ",True,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,SocialNewsDesk
988,Barroldinho,barroldinho1,"California, USA","US/UK citizen, born in England, residing in SoCal, lifelong Man Utd fan, LA Galaxy fan w/affection for Gt Yarmouth Town FC.",False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
989,Sullivant C.P. Agitator,jamie_j_k_,LINTONVILLE,Megan thee Stallion stan account,False,2022-07-11 21:12:41+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
990,Sandy Roga,sandyroga,,,False,2022-07-11 21:12:40+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
991,Kontrarianin 🇵🇱 #Rojaliści,anty_lewiatan,,Zaprzysięgły wróg nowoczesnego państwa,False,2022-07-11 21:12:40+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
992,𐍅𐌹𐌽𐍄𐍂𐌿𐍃𐌰𐍂𐌴𐌹𐌺𐍃,wintruzareiks,Internet Research Agency,"FR 🇫🇷/EN 🇬🇧
#OSINT | #Infosec | #Sciences | #Shakhtar | #Gaming | #Music
Cybersecurity entrepreneur & geopolitics enthusiast.
If it's online, it's mine.",False,2022-07-11 21:12:39+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
993,David Cranmer Underdown,DavidCranmerUn1,,,False,2022-07-11 21:12:39+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
994,Fgorndy,Fgorndy,,2021 NBA Champions / #FearTheDeer/ #GoPackGo / #ItsDifferentHere / #MUFC / Giannis / Bron / Ye / Carti / #BlackLivesMatter,False,2022-07-11 21:12:38+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
995,pBerne 🤝,pbe_84,,"Berne is my name, so bern is my game 🔥🔥🔥🔥  Pulsedoge D signer and yes, I sell #sokkings but staking #hex is importanter.",False,2022-07-11 21:12:38+00:00,@DaddyJim52 Then why would you support Biden at all?,"['Biden', 'USA', 'HEX', 'PulseChain', 'PulseX']",Twitter Web App
996,✨🌻ᗅᗫᒪᗅᓿ🌻✨,AdlaisWorld,"Delaware, USA","🌻 16 y/o 🌺 Anarcho-Collectivist Ⓐ Pro-Choice 👩‍⚖️ Pansexual 💛🏳️‍🌈 #BlackLivesMatter #FBR 🌸 #SayGayAnyway #AbolishICE #ACAB Fandoms: TOH, Hazbin Hotel",False,2022-07-11 21:12:38+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
997,Slick101 forever Trumper,JosephMBean1,,Love my pets,False,2022-07-11 21:12:38+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
998,Carlos Ronisky,carlosronisky,New York City,Brainstormer // Marketing Consultant // Adj Prof. Marketing @SNHU & @CUNYSPS // I write and tweet about All Things #marketing #smallbiz MBA @NYUStern (he/him),False,2022-07-11 21:12:37+00:00,@DaddyJim52 Then why would you support Biden at all?,,IFTTT
999,bfhussy@ gmail.com,BalindaFarris1,,one of a kind.,False,2022-07-11 21:12:37+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1000,UltraLib1,UltraLib1,3rd rock from the sun,"Liberal, firefighter
Responding to  RWNJs and other deluded individuals as therapy.
It might not actually help anything, but it sure feels good.",False,2022-07-11 21:12:37+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1001,Francis Oliver,Francis68673107,,,False,2022-07-11 21:12:36+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1002,EvaC,1roughjourney,"Indiana, USA",Hardened Democrat. Doing my part for social commentary on issues important to me; no response to those who differ. List me = block you. #Resist,False,2022-07-11 21:12:36+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1003,Jim Crabb,crabb_jim,,"Retired U.S. Navy currently living in Rota, Spain. 
I do not have WhatApps, HangOut, Tik-Tok or instagram if that bothers you, Don't contact me !!",False,2022-07-11 21:12:36+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1004,Knowsmorethantheexperts,DrTruth247,miami fl,,False,2022-07-11 21:12:35+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1005,Jean Jaures,Franc_tireurs,St Petersburg,,False,2022-07-11 21:12:35+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1006,Pink Pussy Hats Unite Time To Fight For Our Rights,GuthrieDavis,Florida,"#VoteEveryRepublicanOut

Never Believe A Republican

Women Have The Power & Numbers

Time For Women To Become Leaders & Lawmakers

#VoteBluePower2022",False,2022-07-11 21:12:35+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1007,Harriette Sucher ✍️ Blogger👏,HarrietteSucher,Blogging near Clearlake CA ,https://t.co/93xJH0BmqA -📖 World According To Jack Tarrance The REAL #ZodiacKiller Amazon...DB Cooper Solved 📖 https://t.co/yV7Ay408aX ClaytonFireVictim🔥 #MAGA👏,False,2022-07-11 21:12:34+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1008,Welcome to the Griftocracy,1000thCassandra,The Evening Redness…,"“We are men of action. Lies do not become us.” Hard pass on cults of personality. Pro democracy. HEY CARVILLE: It’s the corruption, stupid. #WarOnCorruption",False,2022-07-11 21:12:34+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1009,Financelot,FinanceLancelot,,From the Great White North,False,2022-07-11 21:12:34+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1010,Vanessa,Nessakins_,Missouri,"Biochemist • Wonder Woman (semi-retired) • Your friendly long cool woman from St. Louis, just a 5’10 beautiful, tall • ☧",False,2022-07-11 21:12:34+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1011,☮️🧡(she/her) 🇺🇦💙💛✡️🕉🌱🌎,DanielleRaina,Somewhere in the atmosphere,"Women’s Rights are Human Rights! We cannot look away as our democracy dies… Now or never, we must stand together against the rise of fascism worldwide!",False,2022-07-11 21:12:33+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1012,M.E.N 🇪🇺,ModernEraNews,Europe,"OSINT focused on the ongoing Crisis in the world, tweeting and *-* Retweeting News since 2020",False,2022-07-11 21:12:32+00:00,@DaddyJim52 Then why would you support Biden at all?,,Zapier.com
1013,2 faces,2faces16,"Manhattan, NY",Artist,False,2022-07-11 21:12:32+00:00,@DaddyJim52 Then why would you support Biden at all?,"['Democrat', 'Biden', 'TheFive']",Twitter for iPhone
1014,Jack Feerick,JackFeerick,The Flower City,Words for various & sundry. Music with @RoscoesBasement. Laughing to keep from crying. Forever fated to be the badger at the teddy bear's picnic. He/him.,False,2022-07-11 21:12:32+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1015,Shawn Smith 2000Mules.com,ShawnSmith1776,,"Citizen. Patriot. Veteran. Supporter and defender of U.S. Constitution against all enemies, foreign and domestic.",False,2022-07-11 21:12:30+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1016,Michael McDermott,McDermottMike1,,,False,2022-07-11 21:12:30+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1017,FRED,FredStreams,London UK,❤ @EmStreams ▫️ @Twitch & @YouTube Partner ▫️ Content Creation Consultant ▫️ Organizer of @TwitchLondon ▫️ 🌈 LGBTQ+ Ally ▫️ 📧 business@fremily.tv,False,2022-07-11 21:12:30+00:00,@DaddyJim52 Then why would you support Biden at all?,,TweetDeck
1018,Candace Cake,cake_candace,,Political junkie and researcher 35 yrs.  Three kids and a dog.  Avid mountain climber and world traveller.,False,2022-07-11 21:12:30+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1019,ilroed 🇨🇦♥️🇺🇦,IreneRoeder,"British Columbia,  Canada 🍁","Animal Lover. 🐾 Gay Woman, MS, Feminist,  #Resistance  
#BlackLifesMatter  Never give up - Democrat, Science,fully vaccinated
#StillWithHer♥️ #fbr. #PRU  💙💛",False,2022-07-11 21:12:30+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1020,Darlene Miller,Darlene32780832,,I am not a blonde,False,2022-07-11 21:12:29+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1021,🇺🇸Democracy First,snitstwits,A river runs through Minnesota,🇺🇸Democracy’s simple: Always vote. Old Minnesota Democrat follows the brainy and the brave. I block incivility/flummery willfully. No DMs.,False,2022-07-11 21:12:29+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1022,Beyyine,Beyyine6,,,False,2022-07-11 21:12:29+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1023,Dan Currie,poeboston,Boston,,False,2022-07-11 21:12:29+00:00,@DaddyJim52 Then why would you support Biden at all?,"['bospoli', 'depoli']",Twitter Web App
1024,R Tandler,R_Tandler,,"Love my family, food, beer/wine. Remembering the true meaning of Never Again - Resisting to preserve Democracy. #VoteBlueToSaveDemocracy",False,2022-07-11 21:12:29+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1025,hunty’s rendezvous,asapfig,the H of the Hollywood sign,deck me classy mama,False,2022-07-11 21:12:29+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1026,Angie Wolfe,tahjr1996,,,False,2022-07-11 21:12:28+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1027,Matt Culbertson,Culbyinthehat,,,False,2022-07-11 21:12:28+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1028,Darlene Williams,zoomberiq,"Pennsylvania, USA",old and invisible but I've always walked on the left side of the road. NOT ONE FUGGIN GOP'eer EVER #TransRightsAreHumanRights  #EqualityForAll #Resist,False,2022-07-11 21:12:27+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1029,San Gabriel Valley Tribune,SGVTribune,"Monrovia, CA","Reporting the news in the San Gabriel Valley since 1955.

Subscribe here to support local news: https://t.co/pc8lrXogG8",True,2022-07-11 21:12:27+00:00,@DaddyJim52 Then why would you support Biden at all?,,SocialFlow
1030,Denise Meyer,DeniseM81229376,United States,"music to fly where ever time may go.forever now ,in long memory, shining back upon when.",False,2022-07-11 21:12:27+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1031,James Jay Carafano,JJCarafano,"Washington, DC",Heritage Foundation Vice President for Foreign & Security policy-a guy just trying to prevent World War III one tweet at a time (opinions expressed are my own),False,2022-07-11 21:12:27+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1032,jimjptt@aol.com,DiplomatJEP,"Washington, DC","Diplomat/economist/journalist; GOP elected official Indianapolis/WashDC; Reporter in 2015's ""Selma""; former husband Evelyn Y. Davis https://t.co/N05IMpdHBx",False,2022-07-11 21:12:27+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1033,Earthlings For Pete Buttigieg,Earthlings4Pete,"U.S., 3rd planet from the Sun.","If you admire U.S. Secretary of Transportation Pete Buttigieg, you've come to the right planet! Grateful for the Biden-Harris administration. Fan account in NY.",False,2022-07-11 21:12:27+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1034,Street,LPStreet2,,,False,2022-07-11 21:12:26+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1035,Abu Maisara,AbuMaisara16,,"In the way of Allah (swt), I am asking for such a martyrdom that the remembrance of the Lord of the Worlds and Hazrat Mohammad (PBUH) comes from every direction",False,2022-07-11 21:12:26+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1036,Shvzette,shvzette,,,False,2022-07-11 21:12:26+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1037,mitch mcgrath,mitchcosmo,,hair stylist and dog lover,False,2022-07-11 21:12:26+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1038,JEWISH SPACE LASER Captain Count De Monet vs Doors,johnaddams2022,,"Don't get mad, VOTE
#NeverForget 1/6/21
#PoorPeoplesCampaign
#ClimateChange
#VotingRightsAct
#joebuildsbridges
#blacklivesmatter
#ClimateCrisis
#BuildBackBetter",False,2022-07-11 21:12:26+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1039,Ann German,wankerjustice,,iphoneoclast,False,2022-07-11 21:12:25+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1040,Bob Dorn,DornGoGreen,Florida & Michigan ,"Fat, drunk, and liberal is no way to go through life.",False,2022-07-11 21:12:25+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1041,Earl G. Grover,EarlGrover,"Wilmington, NC",I am a Christian Constitutionalist Conservative with a beautiful wife & three great children. I am an ordained pastor and Chaplain.,False,2022-07-11 21:12:24+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPad
1042,El Stinko,ElStinko3,"California, USA",im based occasionally- 19,False,2022-07-11 21:12:24+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1043,Bernie Miller,BernieMiller8,"Manhattan, NY","Bernie is highly respected for his don't give a shit attitude, truth is truth. Bern also sings.",False,2022-07-11 21:12:23+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1044,Janice Gindel,jgindel,New Jersey,"Diehard Democrat, NY Jets, Giants, Yankees, Mahomes, Love all Sports #KindnessMatters #Resist #ProudJerseyGirl #FBR #BLM #StopAsianHate #NoDMs#Biden/Harris",False,2022-07-11 21:12:23+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1045,yadahman_50,Yadahman5,,My Canada has no use for Trudeau,False,2022-07-11 21:12:22+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1046,Jean-Paul Mosnier,JeanPaulMosnier,"Dublin, Ireland",Physicist at Dublin City University. Not as boring as you think!,False,2022-07-11 21:12:21+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1047,Ruth,Yinka119,"Pittsburgh, PA","Artist, teacher, nature lover, traveler, Women of Vision, seeker of truth, beauty, and good trouble. BLM, Get vaccinated,science is real, 🎨🎸🎷🌍.",False,2022-07-11 21:12:20+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1048,NH Journal,NewHampJournal,The Granite State,"https://t.co/NXhBkErmx8 is an online news site providing fair, unbiased reporting and analysis of #NHPolitics. Winner of NH Press Association Best Political Coverage.",False,2022-07-11 21:12:19+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1049,Nick,Nick01322787,"Dearborn, MI",,False,2022-07-11 21:12:19+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1050,Chris Plord 🇺🇸,ChrisPlord,Florida,Matt 6:33 seek first HIS kingdom and HIS righteousness…,False,2022-07-11 21:12:19+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1051,Linda 🌴 #GetVaccinated,petunia_wild,,"All Americans need health care ❤.  (Norway 1912, UK 1948, Japan 1938, Canada 1966, France 1974. USA?) #VoteBlue2022 #FBR #WearAMask",False,2022-07-11 21:12:19+00:00,@DaddyJim52 Then why would you support Biden at all?,"['CancelStudentDebt', 'M4A']",Twitter for Android
1052,PatriotsLady777,Patsgirl777,lakeland florida,"NE PATRIOTS fan  Southie born, Florida resident  US Army Vet  Proud Radical liberal Happily Married #RESIST #VetsAgainstTrump  #BlackLivesMatter NO DMs",False,2022-07-11 21:12:18+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1053,Professor EA,professorea927,,"Proverbs 9:10. The fear of the LORD is the beginning of wisdom, and knowledge of the Holy One is understanding.",False,2022-07-11 21:12:18+00:00,@DaddyJim52 Then why would you support Biden at all?,,IFTTT
1054,Annette N. Tchelka,ATchelka,,,False,2022-07-11 21:12:17+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1055,Paul Stone (stands with 🇺🇦),paultstone,,Opposed the Iraq War from the beginning. Support NATO intervention in Ukraine. Black Lives Matter.,False,2022-07-11 21:12:16+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1056,Mathematician,Mathema86365112,,,False,2022-07-11 21:12:16+00:00,@DaddyJim52 Then why would you support Biden at all?,"['jameswebb', 'biden']",Twitter for iPhone
1057,President Minka Said Let's Go Brandon!,Minka51150356,,"#Deplorable #Neanderthal  #NRA #MAGA  #VoterID #Trump2020  #IFBAP #MerryChristmas 
""I prefer dangerous freedom over peaceful slavery.""
- Thomas Jefferson",False,2022-07-11 21:12:16+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1058,michael jantz,michjan53,,I love this country and uphold our constitution,False,2022-07-11 21:12:15+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1059,@Papamike2332,Papamike2332,"Greenfield, MN",Ball is LIFE!!!! part of the best group around #42,False,2022-07-11 21:12:15+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1060,Berkley Bear,BerkleyBearNews,Doghouse,"Bringing the news that is important, that as quick as a dog can bring it.",False,2022-07-11 21:12:15+00:00,@DaddyJim52 Then why would you support Biden at all?,"['news', 'berkleybearnews']",dlvr.it
1061,James Cooper,stratosphere53,Atlanta,Air Force Brat /  Vietnam veteran  /  Customer service in Insurance and Air conditioning  /  Cisco Networking student /  sixty-one years old but look forty,False,2022-07-11 21:12:15+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1062,The Seattle Times,seattletimes,"Seattle, WA","Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",True,2022-07-11 21:12:15+00:00,@DaddyJim52 Then why would you support Biden at all?,,Echobox
1063,Joe Sala,joesala,,,False,2022-07-11 21:12:14+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1064,Brian H. Feighner,FeighnerBrian,"Laurel, MD","""Spontaneity has its time and place.""

Retired catcher, doc, epi prof, Army COL, disease detective, ump, & HS baseball coach. Baseball questions welcomed.",False,2022-07-11 21:12:14+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1065,Steven Paley,stevenpaley1,,Better is worth fighting for. #YNWA,False,2022-07-11 21:12:14+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1066,Dana McDade,demcdade,"Philadelphia, PA","attorney, mom, dog lover",False,2022-07-11 21:12:14+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1067,we are with Ukraine 🇺🇦🇺🇸,mhai56,"Houston, TX",,False,2022-07-11 21:12:14+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1068,Leonard Rubin,LeonardRubin2,,Failure at humility,False,2022-07-11 21:12:13+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1069,Cole,Cole99148072,,im very truthful,False,2022-07-11 21:12:13+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1070,JT for Biden Harris 🌊,JT_for_Biden,North Texas,"61yo GWM, #Resister, No apologies for anything I post. Hate Trump.  My partner died in Dec. 2018, trying to fig. out what's next.  No DMs!",False,2022-07-11 21:12:13+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1071,DESSY DIOR 💎,Ohdaatsdess,,ig- @theedessydior | @GetLikeTing💙,False,2022-07-11 21:12:12+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1072,Byron Mullet,CodeofHonor51,"Evans, CO",,False,2022-07-11 21:12:12+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1073,loood,ludditery,New York City,,False,2022-07-11 21:12:12+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1074,Jenny chanhassen,JennyChanhassen,,,False,2022-07-11 21:12:12+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1075,Henry Kissinger,henrykissingerO,United States of America,🇺🇸,False,2022-07-11 21:12:12+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPad
1076,bob,nudles311,United States,,False,2022-07-11 21:12:12+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1077,Brent 'Trickle Up Economist' Summers,brentmsummers,"Salt Lake City, UT",Translation nerd. Escalator enthusiast. Meme investor.,False,2022-07-11 21:12:11+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1078,Cowboy,Craig22072853,,Trump 2024 #NRA #Butokukan #CountryBoysCanSurvive #BuildAmericaBuyAmerican #FarmRight,False,2022-07-11 21:12:11+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1079,Acid Grave,grave_acid,Hiding in the country.,Enjoying my Asian Privilege. Libertarian-Freedom-Cyclist-Primal Diet-Founder of the Cleveland chapter of Asian Lives Matter-Lover of shoes with Red soles.,False,2022-07-11 21:12:11+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPad
1080,Sean,enjoyerofnews,,Republican. Consumer of News all things Politics.,False,2022-07-11 21:12:11+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1081,PE_LatestNews,PE_LatestNews,,http://t.co/Wi639gWC and The Press-Enterprise,False,2022-07-11 21:12:11+00:00,@DaddyJim52 Then why would you support Biden at all?,,dlvr.it
1082,FactishTruthish,factishtruthish,United States,,False,2022-07-11 21:12:10+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1083,Robert Welland,thunderbolt5523,"Ontario, Canada",#IAmCanadian #TrumpMustGo #GunControl #NoSportHunting. #retiredlife #aspiringauthor #resistance #BlueWave2020 #WeTheNorth #WeTheChampions #TorontoRaptors,False,2022-07-11 21:12:10+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1084,Freedom Heathen,FreedomHeathen,,Where there is Tyrannical Oligarchs and their mindlessly woke slaves you will find GODs Heathens fighting for Freedom.,False,2022-07-11 21:12:09+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
1085,Anthony R Rosado Ibes,timer8926,"Mooresville, NC","Gamer, hard working individual",False,2022-07-11 21:12:09+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1086,Nath Henn,henn_nath,,John 2:15,False,2022-07-11 21:12:09+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1087,CatSE,CatSE___ApeX___,Sverige,Curios cat. 🅰️,False,2022-07-11 21:12:08+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for iPhone
1088,#TuckFrump,realTuckFrumper,Witness Protection,@hillreporter @MeidasTouch @RawStory @AlterNet @politicalflares @politicususa @DeadStateTweets @DemCastUSA @teampelosi @Bipartisanism @BrettDGilman,False,2022-07-11 21:12:08+00:00,@DaddyJim52 Then why would you support Biden at all?,,dlvr.it
1089,Wallace Zard II,firespewatyou,USA,The Only Thing We Have To Fear Is Beerless Shelves,False,2022-07-11 21:12:08+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1090,OutKick,Outkick,America,"https://t.co/shZj8LFpSc: Authentic, Fearless, Smart sports & news coverage. 
Founded by @ClayTravis. Feat. @TomiLahren, @dandakich, @OutKick360, & more 🔥",True,2022-07-11 21:12:08+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1091,d.c. O'Brien,WOLFgurl49,USA,"Artist, dog trainer, nature lover, political blogger, soldat for democracy. Liberal progressive.
I READ.",False,2022-07-11 21:12:07+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter Web App
1092,XHarleyX,MeanTweetHarley,"Wisconsin, USA","🇺🇲🤘MeanTweetsAgain🤘🇺🇲
Also follow me on
TruthSocial -XHarleyX
TrueAmerrican -Youtube
TrueAmerrican -Rumble",False,2022-07-11 21:12:07+00:00,@DaddyJim52 Then why would you support Biden at all?,,Twitter for Android
